current_role,data_vis_lib,prog_language,proportion_time-Gathering data,proportion_time-Cleaning data,proportion_time-Visualizing data,proportion_time-Model building/model selection,proportion_time-Putting the model into production,proportion_time-Finding insights in the data and communicating with stakeholders
Student,Matplotlib,Python,20.0,20.0,10.0,30.0,10.0,10.0
Student,,,,,,,,
Research Scientist,Matplotlib,Python,20.0,20.0,20.0,25.0,5.0,10.0
Other,,,,,,,,
Student,Matplotlib,Python,15.0,15.0,10.0,30.0,10.0,20.0
,,,,,,,,
Other,,,,,,,,
Data Analyst,,,,,,,,
Data Analyst,,R,,,,,,
Research Scientist,,,,,,,,
Research Scientist,Matplotlib,,,,,,,
Consultant,Other,,,,,,,
Student,,,,,,,,
Product/Project Manager,,,,,,,,
Data Analyst,,Python,,,,,,
Data Scientist,Seaborn,,10.0,40.0,20.0,10.0,10.0,10.0
Student,,,,,,,,
Data Engineer,,,,,,,,
Data Scientist,ggplot2,R,10.0,30.0,25.0,15.0,0.0,20.0
,,,,,,,,
Software Engineer,Matplotlib,Javascript/Typescript,20.0,10.0,10.0,30.0,10.0,20.0
Student,ggplot2,Java,30.0,5.0,20.0,30.0,5.0,0.0
Data Analyst,,,,,,,,
Research Assistant,,SAS/STATA,,,,,,
Student,,,,,,,,
Student,Matplotlib,Python,,,,,,
Data Analyst,Matplotlib,Python,25.0,45.0,25.0,5.0,0.0,0.0
Manager,ggplot2,R,5.0,5.0,5.0,5.0,5.0,5.0
Student,ggplot2,Python,,,,,,
Data Analyst,,,,,,,,
Other,Matplotlib,Python,30.0,45.0,5.0,5.0,5.0,5.0
Software Engineer,D3,Java,,,,,,
Student,,,,,,,,
Data Scientist,,,,,,,,
Student,ggplot2,Javascript/Typescript,,,,,,
Software Engineer,Matplotlib,Python,40.0,20.0,14.0,5.0,1.0,20.0
Data Analyst,,,,,,,,
Student,,,,,,,,
,,,,,,,,
Student,,,,,,,,
Data Analyst,ggplot2,Python,15.0,30.0,10.0,20.0,5.0,10.0
Software Engineer,D3,Javascript/Typescript,,,,,,
Student,,R,,,,,,
Software Engineer,,,,,,,,
Student,Matplotlib,Python,20.0,20.0,5.0,55.0,0.0,0.0
Research Scientist,,,,,,,,
Student,,,,,,,,
Student,,,,,,,,
Software Engineer,,,,,,,,
Data Scientist,,,,,,,,
Consultant,,,,,,,,
,,,,,,,,
Data Scientist,,,,,,,,
Data Scientist,,,,,,,,
Product/Project Manager,,Python,,,,,,
Software Engineer,,,,,,,,
Chief Officer,Matplotlib,Python,,,,,,
Software Engineer,,Java,0.0,0.0,0.0,0.0,0.0,0.0
Software Engineer,Matplotlib,Python,5.0,20.0,20.0,40.0,15.0,0.0
,,,,,,,,
Other,,Python,20.0,10.0,10.0,30.0,10.0,10.0
Data Scientist,Matplotlib,Scala,5.0,30.0,10.0,10.0,25.0,15.0
Data Scientist,,,,,,,,
Software Engineer,Matplotlib,Python,,,,,,
Product/Project Manager,,R,5.0,10.0,15.0,30.0,15.0,25.0
Research Scientist,,MATLAB,40.0,22.0,10.0,5.0,1.0,2.0
Software Engineer,,,,,,,,
Data Scientist,,,,,,,,
Student,,,,,,,,
Student,Matplotlib,Java,,,,,,
,,,,,,,,
Data Scientist,,,,,,,,
Student,,,,,,,,
Data Scientist,Plotly,SQL,10.0,30.0,3.0,17.0,20.0,20.0
Student,,,,,,,,
Business Analyst,,,,,,,,
Software Engineer,,,,,,,,
Principal Investigator,,,,,,,,
Research Scientist,,,,,,,,
Student,,,,,,,,
Data Scientist,Matplotlib,Python,,,,,,
Research Scientist,Matplotlib,Python,30.0,30.0,10.0,10.0,5.0,15.0
Data Analyst,,SQL,,,,,,
Data Analyst,,,,,,,,
Software Engineer,,Java,,,,,,
Student,,,,,,,,
Student,,,,,,,,
Not employed,,,,,,,,
Student,,,,,,,,
Student,,,,,,,,
,,,,,,,,
Business Analyst,,SQL,,,,,,
Data Scientist,,,,,,,,
Statistician,ggplot2,R,,,,,,
Student,,,,,,,,
Manager,,,,,,,,
Student,,,,,,,,
Data Scientist,Plotly,,10.0,15.0,20.0,20.0,15.0,15.0
Other,,C/C++,0.0,0.0,0.0,0.0,0.0,0.0
Data Scientist,Matplotlib,Python,,,,,,
Research Assistant,,,,,,,,
Software Engineer,Matplotlib,Python,10.0,10.0,20.0,30.0,30.0,0.0
Data Scientist,Matplotlib,Python,20.0,40.0,5.0,20.0,15.0,0.0
Data Engineer,,Python,25.0,5.0,20.0,25.0,0.0,25.0
Manager,,SQL,,,,,,
Data Analyst,,,,,,,,
Data Scientist,Plotly,Python,10.0,30.0,10.0,30.0,10.0,10.0
Business Analyst,ggplot2,SAS/STATA,0.0,30.0,20.0,30.0,10.0,10.0
Other,,,,,,,,
Other,,C#/.NET,,,,,,
Student,,Python,,,,,,
Consultant,,,,,,,,
Manager,,,,,,,,
Data Scientist,,,,,,,,
Consultant,,,,,,,,
Student,ggplot2,R,,,,,,
Data Scientist,,,,,,,,
Student,,R,,,,,,
Student,,,,,,,,
Not employed,,,,,,,,
Student,,,,,,,,
Not employed,,PHP,,,,,,
Student,,,,,,,,
Student,,,,,,,,
Data Scientist,,,,,,,,
Software Engineer,,,,,,,,
Business Analyst,D3,Python,20.0,10.0,30.0,10.0,10.0,20.0
,,,,,,,,
Consultant,Matplotlib,Python,,,,,,
Software Engineer,,,,,,,,
Student,,,,,,,,
Data Engineer,,,,,,,,
Student,,,,,,,,
Chief Officer,,,,,,,,
Student,,,,,,,,
Student,,,,,,,,
Data Scientist,ggplot2,Python,10.0,20.0,10.0,20.0,10.0,20.0
Marketing Analyst,,R,,,,,,
Student,D3,Python,5.0,60.0,10.0,20.0,3.0,1.0
Data Scientist,,,,,,,,
Data Journalist,Matplotlib,Python,,,,,,
Data Scientist,,,,,,,,
Data Analyst,ggplot2,SQL,,,,,,
Other,,,,,,,,
,,,,,,,,
Research Assistant,ggplot2,Other,,,,,,
Software Engineer,Matplotlib,Python,,,,,,
Salesperson,,,0.0,0.0,0.0,0.0,0.0,0.0
Data Scientist,Seaborn,Python,,,,,,
Data Analyst,,SQL,20.0,60.0,10.0,10.0,0.0,0.0
Software Engineer,,C#/.NET,,,,,,
Data Analyst,Matplotlib,Python,20.0,20.0,10.0,30.0,20.0,0.0
Data Scientist,,,,,,,,
Data Analyst,ggplot2,SQL,,,,,,
,,,,,,,,
Data Engineer,,,10.0,20.0,10.0,30.0,10.0,20.0
Software Engineer,D3,Python,10.0,10.0,10.0,10.0,20.0,20.0
Research Scientist,,,,,,,,
Not employed,Seaborn,Python,50.0,30.0,10.0,5.0,4.0,1.0
Business Analyst,ggplot2,R,5.0,30.0,10.0,20.0,10.0,20.0
Data Scientist,,,,,,,,
Software Engineer,ggplot2,Python,10.0,10.0,10.0,20.0,10.0,30.0
,,,,,,,,
,,,,,,,,
Other,,,,,,,,
Software Engineer,,Java,10.0,20.0,10.0,30.0,10.0,20.0
Software Engineer,Matplotlib,Javascript/Typescript,,,,,,
Business Analyst,,,,,,,,
Chief Officer,,,,,,,,
Student,,,,,,,,
Data Analyst,,SQL,10.0,30.0,20.0,10.0,5.0,10.0
Manager,,,,,,,,
,,,,,,,,
Data Scientist,Seaborn,SQL,,,,,,
Data Analyst,Seaborn,SQL,,,,,,
Software Engineer,,,,,,,,
Data Scientist,,,,,,,,
Other,,,,,,,,
Not employed,,,,,,,,
Student,,,,,,,,
Data Engineer,,,,,,,,
Not employed,Matplotlib,,,,,,,
Software Engineer,,Python,0.0,0.0,0.0,0.0,0.0,0.0
Other,,,,,,,,
Not employed,,R,,,,,,
Data Scientist,,,,,,,,
Marketing Analyst,,,,,,,,
Data Analyst,,SQL,20.0,30.0,10.0,30.0,5.0,5.0
Student,,,,,,,,
Student,,,,,,,,
Software Engineer,,C#/.NET,,,,,,
Software Engineer,,,,,,,,
Data Scientist,ggplot2,Python,5.0,15.0,10.0,50.0,5.0,10.0
Data Analyst,,,,,,,,
Data Scientist,Seaborn,SQL,,,,,,
Other,Matplotlib,Python,,,,,,
Research Scientist,,,,,,,,
Research Assistant,,,,,,,,
Data Scientist,ggplot2,R,30.0,10.0,5.0,40.0,5.0,10.0
Developer Advocate,,,,,,,,
Student,Matplotlib,Python,4.0,5.0,1.0,70.0,15.0,5.0
Research Scientist,,,,,,,,
Product/Project Manager,,,,,,,,
Data Analyst,,,,,,,,
Consultant,ggplot2,Python,5.0,50.0,10.0,20.0,0.0,10.0
Data Analyst,,,,,,,,
Product/Project Manager,Matplotlib,Javascript/Typescript,,,,,,
Software Engineer,,,,,,,,
Student,,,,,,,,
Data Engineer,,,,,,,,
Student,,,,,,,,
Software Engineer,Matplotlib,Javascript/Typescript,,,,,,
Student,,,,,,,,
Student,Matplotlib,Python,,,,,,
Data Analyst,Matplotlib,Python,,,,,,
Other,,,,,,,,
Software Engineer,Matplotlib,Python,,,,,,
Student,,,,,,,,
Data Scientist,,,,,,,,
Manager,D3,Python,,,,,,
Data Scientist,ggplot2,Python,15.0,20.0,25.0,20.0,0.0,20.0
Manager,,,,,,,,
Student,,C/C++,15.0,15.0,10.0,30.0,15.0,15.0
Other,Matplotlib,Python,10.0,50.0,10.0,5.0,5.0,20.0
Manager,Matplotlib,Python,10.0,20.0,10.0,30.0,20.0,10.0
Student,,,,,,,,
Consultant,ggplot2,Python,20.0,50.0,10.0,15.0,5.0,0.0
Student,Matplotlib,Python,10.0,60.0,5.0,10.0,5.0,5.0
Software Engineer,,Python,0.0,0.0,50.0,50.0,0.0,0.0
Research Assistant,,,,,,,,
Student,,,,,,,,
Student,Matplotlib,Python,0.0,0.0,0.0,0.0,0.0,0.0
Data Analyst,,,,,,,,
Student,,,,,,,,
Student,,,,,,,,
Data Analyst,ggplot2,R,0.0,70.0,5.0,25.0,0.0,0.0
Data Scientist,,,,,,,,
Business Analyst,,SQL,30.0,15.0,15.0,15.0,5.0,15.0
Manager,,,,,,,,
Data Scientist,,Visual Basic/VBA,,,,,,
Student,,,,,,,,
Student,Matplotlib,Python,,,,,,
Salesperson,,,5.0,5.0,5.0,40.0,5.0,35.0
Student,Matplotlib,C/C++,20.0,10.0,20.0,30.0,0.0,10.0
Student,,,,,,,,
Data Scientist,,,,,,,,
Software Engineer,,,,,,,,
Student,,,,,,,,
Student,,,,,,,,
Developer Advocate,,,0.0,10.0,20.0,70.0,0.0,0.0
Software Engineer,Matplotlib,Java,30.0,20.0,6.0,20.0,24.0,0.0
Research Assistant,,,,,,,,
Student,,,0.0,70.0,20.0,0.0,10.0,0.0
Consultant,,SQL,,,,,,
Student,,,,,,,,
Student,,,,,,,,
Student,Matplotlib,Python,,,,,,
Student,,,,,,,,
Consultant,Matplotlib,Python,35.0,5.0,10.0,10.0,10.0,20.0
Data Analyst,,,,,,,,
Product/Project Manager,Plotly,,,,,,,
Manager,,SQL,,,,,,
Student,,,,,,,,
,,,,,,,,
Data Analyst,ggplot2,R,30.0,30.0,30.0,0.0,0.0,10.0
Business Analyst,Seaborn,SQL,50.0,30.0,10.0,5.0,1.0,4.0
Developer Advocate,,,,,,,,
Research Assistant,,,,,,,,
Research Assistant,Plotly,Python,30.0,30.0,10.0,20.0,10.0,0.0
Student,,,,,,,,
Software Engineer,,Javascript/Typescript,0.0,0.0,0.0,0.0,0.0,0.0
Data Engineer,Matplotlib,Scala,,,,,,
Software Engineer,,,,,,,,
Software Engineer,,Java,,,,,,
Student,,Python,20.0,20.0,10.0,30.0,10.0,5.0
Data Engineer,Matplotlib,Python,5.0,30.0,10.0,20.0,10.0,25.0
Student,,,,,,,,
Student,ggplot2,C/C++,5.0,10.0,10.0,20.0,20.0,25.0
Student,,,,,,,,
Student,,,,,,,,
Research Scientist,,,,,,,,
Data Analyst,,,,,,,,
Data Engineer,,,,,,,,
Business Analyst,,,,,,,,
Statistician,,,,,,,,
Data Scientist,Matplotlib,Python,,,,,,
Data Analyst,ggplot2,R,15.0,20.0,10.0,25.0,15.0,15.0
Consultant,Matplotlib,,,,,,,
Software Engineer,,Python,30.0,10.0,10.0,30.0,10.0,5.0
Software Engineer,,,,,,,,
Student,,,,,,,,
Research Assistant,ggplot2,Python,0.0,40.0,30.0,15.0,0.0,15.0
Student,,,,,,,,
Student,,,,,,,,
Data Scientist,,,,,,,,
Data Analyst,,,,,,,,
Student,,Python,10.0,10.0,10.0,30.0,30.0,10.0
Student,,,,,,,,
Data Scientist,,,,,,,,
Software Engineer,,,,,,,,
,,,,,,,,
Data Analyst,,,,,,,,
Consultant,,,,,,,,
,,,,,,,,
,,,,,,,,
Student,,,,,,,,
Data Scientist,Matplotlib,,25.0,25.0,15.0,20.0,0.0,15.0
Other,Matplotlib,Python,50.0,10.0,25.0,15.0,0.0,0.0
Student,,R,,,,,,
Research Scientist,,,,,,,,
Research Scientist,,,,,,,,
Data Scientist,Plotly,,,,,,,
Data Analyst,Matplotlib,,30.0,40.0,10.0,20.0,0.0,0.0
Other,,,,,,,,
Student,,,,,,,,
Data Engineer,,,,,,,,
Data Engineer,,,,,,,,
Data Analyst,ggplot2,R,,,,,,
Data Scientist,Bokeh,Python,,,,,,
Student,Matplotlib,Python,10.0,20.0,30.0,10.0,10.0,10.0
Student,,,,,,,,
Business Analyst,Matplotlib,SQL,30.0,20.0,10.0,10.0,10.0,20.0
Student,Matplotlib,Python,,,,,,
Student,,C/C++,50.0,30.0,20.0,0.0,0.0,0.0
Data Engineer,Matplotlib,SQL,,,,,,
Student,,,,,,,,
Product/Project Manager,,,,,,,,
Data Engineer,,,,,,,,
,,,,,,,,
Student,,Python,,,,,,
Data Analyst,,,,,,,,
Student,,,,,,,,
Data Analyst,,,,,,,,
Research Scientist,Matplotlib,Python,20.0,25.0,10.0,25.0,10.0,10.0
Student,,,,,,,,
Data Scientist,Matplotlib,,5.0,10.0,10.0,30.0,5.0,40.0
Principal Investigator,,,,,,,,
Data Scientist,,,,,,,,
Data Analyst,,,,,,,,
Data Engineer,,SQL,10.0,10.0,10.0,10.0,10.0,10.0
Student,,,,,,,,
Student,,,,,,,,
Data Analyst,Matplotlib,Python,,,,,,
Student,,,,,,,,
Business Analyst,,,,,,,,
Software Engineer,Matplotlib,,10.0,20.0,20.0,40.0,0.0,0.0
Student,Matplotlib,Python,,,,,,
Student,,,,,,,,
Software Engineer,,,,,,,,
Student,,,,,,,,
Software Engineer,Seaborn,Python,20.0,20.0,10.0,10.0,15.0,20.0
Research Assistant,,,,,,,,
Student,,,,,,,,
Student,,,,,,,,
Software Engineer,Matplotlib,Java,20.0,30.0,15.0,15.0,10.0,5.0
Chief Officer,,,,,,,,
Student,,,,,,,,
Statistician,Seaborn,SAS/STATA,20.0,30.0,10.0,30.0,10.0,0.0
Software Engineer,,,,,,,,
Student,,,,,,,,
Other,,,,,,,,
Software Engineer,,,,,,,,
Data Scientist,Bokeh,Python,20.0,50.0,20.0,10.0,0.0,0.0
Software Engineer,,,,,,,,
Salesperson,,,,,,,,
Student,,,,,,,,
Software Engineer,,,,,,,,
Student,Matplotlib,Python,,,,,,
Software Engineer,,Javascript/Typescript,,,,,,
,,,,,,,,
Other,,,,,,,,
Not employed,,,,,,,,
Student,Matplotlib,Python,,,,,,
DBA/Database Engineer,,,,,,,,
Student,,,,,,,,
Software Engineer,,C#/.NET,,,,,,
,,,,,,,,
,,,,,,,,
Student,,,,,,,,
,,,,,,,,
Data Scientist,Matplotlib,Python,,,,,,
Manager,,,,,,,,
Software Engineer,,,,,,,,
Consultant,Plotly,R,,,,,,
Student,Matplotlib,Python,10.0,10.0,10.0,10.0,10.0,10.0
Software Engineer,,C#/.NET,,,,,,
,,,,,,,,
Statistician,ggplot2,Python,20.0,15.0,20.0,15.0,20.0,5.0
Software Engineer,,,,,,,,
Software Engineer,,,,,,,,
Data Analyst,,Python,,,,,,
Student,,,,,,,,
,,,,,,,,
Manager,,Java,0.0,25.0,25.0,0.0,25.0,25.0
Business Analyst,,,,,,,,
Student,,Python,10.0,20.0,10.0,30.0,0.0,20.0
Data Engineer,ggplot2,Python,5.0,30.0,10.0,25.0,20.0,10.0
Not employed,Matplotlib,Python,,,,,,
Software Engineer,,,,,,,,
Student,,,,,,,,
,,,,,,,,
Manager,Matplotlib,SQL,,,,,,
Data Scientist,Plotly,SQL,,,,,,
Software Engineer,,,,,,,,
Student,,,,,,,,
Research Scientist,Seaborn,Python,10.0,30.0,5.0,15.0,0.0,40.0
Research Scientist,,,,,,,,
Student,,,,,,,,
Student,,,,,,,,
Data Scientist,Matplotlib,Python,10.0,30.0,20.0,10.0,20.0,10.0
Data Analyst,,,,,,,,
Software Engineer,,Python,,,,,,
Statistician,ggplot2,Javascript/Typescript,,,,,,
Research Assistant,,,,,,,,
Chief Officer,,Python,,,,,,
,,,,,,,,
,,,,,,,,
Software Engineer,Matplotlib,Python,50.0,10.0,10.0,10.0,10.0,10.0
Student,Seaborn,,10.0,25.0,10.0,20.0,15.0,15.0
Student,,,,,,,,
Data Scientist,Plotly,Scala,5.0,20.0,30.0,20.0,10.0,15.0
Data Engineer,Matplotlib,Python,10.0,30.0,10.0,15.0,30.0,5.0
Data Analyst,,,,,,,,
Software Engineer,,,30.0,20.0,10.0,10.0,10.0,20.0
Student,Seaborn,Python,,,,,,
,,,,,,,,
Student,,Python,0.0,0.0,0.0,100.0,0.0,0.0
Software Engineer,ggplot2,Other,,,,,,
Student,,,,,,,,
Software Engineer,,,10.0,35.0,10.0,10.0,15.0,20.0
Research Scientist,,Python,,,,,,
Student,,Python,,,,,,
Data Scientist,,,,,,,,
Data Scientist,,Python,,,,,,
Data Scientist,Matplotlib,,20.0,40.0,10.0,10.0,5.0,10.0
,,,,,,,,
DBA/Database Engineer,,,,,,,,
Data Analyst,,,,,,,,
Software Engineer,,,,,,,,
Student,,,,,,,,
Software Engineer,,,,,,,,
Data Engineer,Matplotlib,Python,10.0,20.0,5.0,30.0,15.0,10.0
,,,,,,,,
Student,,,,,,,,
,,,,,,,,
Data Scientist,,SQL,20.0,15.0,20.0,15.0,10.0,20.0
Data Scientist,Bokeh,Python,5.0,50.0,10.0,10.0,15.0,10.0
Other,,Python,30.0,10.0,20.0,10.0,10.0,20.0
Data Analyst,,Python,0.0,20.0,30.0,40.0,10.0,0.0
Software Engineer,,Java,0.0,0.0,0.0,0.0,0.0,0.0
Business Analyst,ggplot2,,10.0,20.0,20.0,40.0,0.0,10.0
Research Scientist,,C/C++,,,,,,
Student,,,,,,,,
Other,,,,,,,,
Data Analyst,ggplot2,R,,,,,,
Data Scientist,,,,,,,,
Consultant,Matplotlib,Python,,,,,,
Other,,,,,,,,
Data Scientist,Shiny,Python,25.0,25.0,5.0,25.0,5.0,15.0
Student,Matplotlib,Python,,,,,,
Data Engineer,Bokeh,,,,,,,
Consultant,Matplotlib,Python,,,,,,
Data Scientist,Matplotlib,Python,30.0,10.0,3.0,50.0,7.0,0.0
Not employed,Seaborn,C/C++,5.0,25.0,15.0,20.0,15.0,20.0
Data Scientist,,,0.0,20.0,10.0,50.0,10.0,10.0
Data Scientist,ggplot2,Python,10.0,30.0,20.0,20.0,5.0,10.0
Research Scientist,Matplotlib,C/C++,,,,,,
Student,,,,,,,,
Principal Investigator,,R,60.0,20.0,5.0,5.0,5.0,5.0
Statistician,Matplotlib,Python,20.0,30.0,30.0,10.0,5.0,2.0
Other,,Visual Basic/VBA,10.0,10.0,15.0,40.0,15.0,10.0
Not employed,,Python,,,,,,
Student,,,,,,,,
Data Scientist,,,,,,,,
Student,,,,,,,,
Software Engineer,,,,,,,,
Software Engineer,,,,,,,,
Student,ggplot2,,,,,,,
Software Engineer,,,,,,,,
Data Scientist,,,,,,,,
Student,,,,,,,,
Student,,,,,,,,
Data Scientist,Seaborn,Python,0.0,5.0,30.0,30.0,5.0,30.0
Student,Seaborn,Python,10.0,10.0,50.0,10.0,0.0,20.0
Student,,,,,,,,
Data Analyst,,,,,,,,
Student,,Python,5.0,0.0,0.0,50.0,5.0,40.0
Other,,,,,,,,
Research Scientist,,SAS/STATA,5.0,5.0,10.0,10.0,0.0,70.0
Student,,,,,,,,
Software Engineer,,,5.0,15.0,10.0,30.0,30.0,10.0
Not employed,Matplotlib,,,,,,,
Data Scientist,Matplotlib,Python,30.0,10.0,10.0,40.0,10.0,0.0
,,,,,,,,
Data Scientist,ggplot2,Python,,,,,,
Student,,,,,,,,
Student,,,,,,,,
Student,,,,,,,,
Student,Matplotlib,,,,,,,
Software Engineer,Matplotlib,Java,,,,,,
Student,Matplotlib,Julia,5.0,10.0,15.0,20.0,0.0,0.0
Student,,,,,,,,
Data Engineer,,Scala,,,,,,
Student,Matplotlib,Python,,,,,,
Research Assistant,,,,,,,,
Manager,Matplotlib,SQL,0.0,0.0,0.0,0.0,0.0,0.0
Software Engineer,Matplotlib,,20.0,30.0,10.0,10.0,20.0,10.0
Software Engineer,ggplot2,Java,,,,,,
Data Analyst,,,,,,,,
Not employed,Matplotlib,,10.0,20.0,20.0,15.0,15.0,20.0
Student,,,,,,,,
Student,,Python,5.0,25.0,5.0,30.0,20.0,5.0
Data Scientist,Matplotlib,Python,10.0,20.0,10.0,30.0,10.0,20.0
,,,,,,,,
Data Scientist,Seaborn,Python,,,,,,
Data Analyst,,,,,,,,
Research Assistant,,,,,,,,
Data Scientist,,,,,,,,
,,,,,,,,
Marketing Analyst,,SQL,,,,,,
Software Engineer,,Python,,,,,,
,,,,,,,,
Student,,,,,,,,
,,,,,,,,
Student,,,,,,,,
Software Engineer,Plotly,Python,,,,,,
,,,,,,,,
Salesperson,,,,,,,,
,,,,,,,,
Data Scientist,Matplotlib,Python,5.0,25.0,5.0,25.0,25.0,15.0
Data Analyst,,Python,,,,,,
Principal Investigator,ggplot2,R,10.0,40.0,10.0,15.0,15.0,10.0
Software Engineer,Seaborn,Java,20.0,10.0,10.0,20.0,10.0,30.0
Other,Seaborn,Python,15.0,20.0,5.0,10.0,20.0,20.0
Software Engineer,,,,,,,,
Other,,Python,20.0,10.0,10.0,50.0,0.0,0.0
Data Analyst,,,,,,,,
Data Scientist,Matplotlib,Python,,,,,,
Product/Project Manager,,,,,,,,
Consultant,Matplotlib,Python,15.0,5.0,10.0,20.0,10.0,30.0
Other,,MATLAB,,,,,,
Student,,,,,,,,
Student,,,,,,,,
Software Engineer,,,,,,,,
Business Analyst,,C#/.NET,,,,,,
Software Engineer,,Bash,50.0,10.0,0.0,30.0,10.0,0.0
Software Engineer,,,,,,,,
Research Scientist,,,,,,,,
Student,Matplotlib,Python,5.0,20.0,5.0,30.0,20.0,10.0
Student,,Java,20.0,30.0,20.0,10.0,10.0,10.0
,,,,,,,,
Not employed,Seaborn,,,,,,,
Manager,,,20.0,10.0,30.0,0.0,0.0,30.0
,,,,,,,,
Research Scientist,,,,,,,,
Data Analyst,,Python,20.0,30.0,10.0,10.0,20.0,10.0
Data Scientist,,,,,,,,
,,,,,,,,
Principal Investigator,,,,,,,,
Data Analyst,Seaborn,,25.0,20.0,20.0,15.0,0.0,15.0
Software Engineer,,Python,,,,,,
Data Engineer,,,,,,,,
,,,,,,,,
Student,Matplotlib,Python,,,,,,
Student,,Python,,,,,,
Software Engineer,Matplotlib,,20.0,40.0,15.0,15.0,5.0,5.0
Student,,,,,,,,
,,,,,,,,
Student,,,,,,,,
Not employed,,Java,50.0,10.0,10.0,10.0,10.0,10.0
Consultant,,,,,,,,
Data Scientist,,,,,,,,
Student,,,,,,,,
Student,,,,,,,,
Other,,,,,,,,
Consultant,ggplot2,R,45.0,25.0,10.0,10.0,0.0,10.0
Data Scientist,,,,,,,,
Software Engineer,Seaborn,,,,,,,
Software Engineer,,,,,,,,
Research Assistant,Matplotlib,,,,,,,
Research Scientist,,MATLAB,10.0,10.0,10.0,50.0,20.0,0.0
Developer Advocate,,,,,,,,
Data Analyst,Plotly,Julia,,,,,,
Research Scientist,Matplotlib,R,,,,,,
Data Scientist,,Python,5.0,15.0,15.0,45.0,5.0,15.0
,,,,,,,,
Software Engineer,Matplotlib,C/C++,30.0,0.0,0.0,0.0,0.0,0.0
Not employed,Matplotlib,Python,,,,,,
Student,,,,,,,,
Research Assistant,,,,,,,,
Data Engineer,Plotly,Java,100.0,0.0,0.0,0.0,0.0,0.0
Other,,,,,,,,
Software Engineer,,,,,,,,
Chief Officer,,,,,,,,
Other,,Java,20.0,30.0,15.0,15.0,10.0,10.0
,,,,,,,,
Salesperson,,,25.0,10.0,10.0,15.0,20.0,10.0
Software Engineer,,Java,,,,,,
Data Analyst,,,10.0,20.0,10.0,20.0,10.0,30.0
Data Engineer,,,,,,,,
Software Engineer,,,,,,,,
Research Scientist,,,10.0,20.0,10.0,20.0,20.0,10.0
Student,,,,,,,,
Product/Project Manager,,,,,,,,
Software Engineer,,,,,,,,
Student,,,,,,,,
Research Scientist,Bokeh,Python,10.0,10.0,40.0,10.0,20.0,10.0
Consultant,,,,,,,,
Product/Project Manager,,C#/.NET,,,,,,
Manager,Seaborn,Visual Basic/VBA,10.0,20.0,40.0,30.0,0.0,0.0
Student,,,,,,,,
Not employed,,,,,,,,
Student,,Python,10.0,25.0,10.0,25.0,10.0,20.0
Software Engineer,Plotly,Python,,,,,,
Research Scientist,,,,,,,,
Data Scientist,Matplotlib,Python,,,,,,
Other,Matplotlib,Bash,10.0,40.0,10.0,10.0,0.0,30.0
Data Journalist,,,,,,,,
Software Engineer,,,,,,,,
Student,,,0.0,0.0,0.0,100.0,0.0,0.0
Student,ggplot2,R,20.0,20.0,15.0,30.0,15.0,0.0
,,,,,,,,
Research Scientist,Matplotlib,Python,20.0,10.0,30.0,30.0,0.0,10.0
Not employed,,,,,,,,
Data Scientist,,,,,,,,
Data Scientist,,,,,,,,
Student,,R,,,,,,
Other,,,,,,,,
Software Engineer,,,,,,,,
,,,,,,,,
Student,Matplotlib,,,,,,,
Other,,R,,,,,,
,,,,,,,,
Other,ggplot2,R,10.0,40.0,10.0,20.0,10.0,10.0
Manager,,,,,,,,
Consultant,,,,,,,,
Business Analyst,,SQL,20.0,10.0,30.0,10.0,10.0,20.0
Software Engineer,ggplot2,C/C++,,,,,,
Data Analyst,,,,,,,,
Statistician,ggplot2,R,0.0,40.0,40.0,20.0,0.0,0.0
Data Analyst,,Python,,,,,,
,,,,,,,,
Student,,,,,,,,
Data Scientist,,,,,,,,
Other,,,,,,,,
Student,,,,,,,,
,,,,,,,,
Data Scientist,Matplotlib,,,,,,,
Software Engineer,,C/C++,,,,,,
,,,,,,,,
Data Analyst,,,,,,,,
,,,,,,,,
Other,,,,,,,,
Data Analyst,,,,,,,,
Data Scientist,Matplotlib,Python,10.0,20.0,10.0,20.0,20.0,10.0
Data Scientist,,,,,,,,
Data Analyst,,,,,,,,
Other,,,,,,,,
Research Scientist,,,,,,,,
Business Analyst,,,,,,,,
Data Engineer,,Python,,,,,,
Student,,,,,,,,
Software Engineer,,MATLAB,20.0,20.0,5.0,20.0,5.0,20.0
Software Engineer,,C#/.NET,15.0,15.0,15.0,15.0,15.0,15.0
Software Engineer,,,,,,,,
Student,,,,,,,,
Student,,,,,,,,
Business Analyst,Matplotlib,Python,,,,,,
Student,Bokeh,Python,,,,,,
Student,,,,,,,,
,,,,,,,,
Data Scientist,,,,,,,,
,,,,,,,,
Research Assistant,Matplotlib,Python,,,,,,
Student,,,,,,,,
Data Scientist,Matplotlib,Python,5.0,20.0,10.0,30.0,20.0,10.0
Data Scientist,,,,,,,,
Data Analyst,,,,,,,,
Data Analyst,,,,,,,,
Consultant,,,,,,,,
Student,,,,,,,,
Student,,,,,,,,
Software Engineer,,Python,,,,,,
Software Engineer,,,,,,,,
Consultant,,,,,,,,
Student,,,,,,,,
Student,,,,,,,,
Manager,Matplotlib,Python,10.0,40.0,10.0,30.0,10.0,0.0
Student,,,,,,,,
Software Engineer,,Python,20.0,35.0,10.0,15.0,10.0,5.0
Student,,Python,,,,,,
